neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_density,Entire home/apt,Private room,Shared room,Hotel room,price_avg
33,41.79943,-87.5974,2,51,2,28,2,3,364,93,51,0,42,0,85.71428571428571
68,41.79838,-87.61839,0,129,2,60,3,1,211,33,9,0,23,1,153.11111111111111
41,41.88734,-87.61941,0,159,32,2,1,26,180,366,331,3,31,1,175.2688821752266
42,41.85042,-87.67991,0,67,41,2,1,28,353,189,119,0,68,2,113.11764705882354
66,41.96387,-87.66424,0,80,2,75,4,1,18,169,103,3,63,0,183.90291262135923
65,41.76714,-87.56812,0,92,1,1,1,12,365,90,41,0,48,1,128.26829268292684
49,41.87363,-87.66144,0,139,2,57,3,1,253,314,222,0,89,3,187.6081081081081
41,41.88443,-87.62498,2,60,10,0,0,1,0,366,331,3,31,1,156.25806451612902
4,41.75285,-87.65608,2,59,2,3,1,3,83,6,2,0,4,0,73.0
48,41.84618,-87.61781,2,114,1,21,1,1,0,142,113,0,29,0,93.17241379310344
48,41.85908,-87.62562,0,170,2,82,4,4,0,142,113,0,29,0,172.92920353982302
31,41.91424,-87.72629,2,39,5,0,0,1,0,19,13,0,6,0,34.833333333333336
38,41.93165,-87.64729,0,109,1,98,4,1,356,312,257,0,51,4,199.6614785992218
17,41.84269,-87.62171,2,60,1,3,1,1,0,58,36,0,21,1,111.76190476190476
47,41.89119,-87.62757,0,199,1,11,1,1,0,672,569,38,63,2,210.493848857645
47,41.88816,-87.63251,0,179,2,11,1,47,39,672,569,38,63,2,210.493848857645
47,41.88962,-87.63412,0,201,2,27,2,47,32,672,569,38,63,2,210.493848857645
47,41.88946,-87.63388,0,324,2,28,2,47,28,672,569,38,63,2,210.493848857645
41,41.87072,-87.63081,0,132,2,62,3,45,356,366,331,3,31,1,175.2688821752266
24,41.99575,-87.76875,2,43,1,26,2,4,0,12,4,0,8,0,49.125
7,41.94093,-87.71648,0,64,1,167,7,2,44,146,107,0,34,5,160.33644859813083
33,41.80016,-87.58264,0,69,1,104,5,62,159,93,51,0,42,0,94.86274509803921
33,41.79477,-87.58398,0,58,1,85,4,62,160,93,51,0,42,0,94.86274509803921
33,41.79834,-87.58326,0,61,1,90,4,62,148,93,51,0,42,0,94.86274509803921
75,41.901,-87.691,0,66,1,116,5,62,140,714,488,18,204,4,191.13319672131146
41,41.87109,-87.63075,0,132,2,49,2,45,358,366,331,3,31,1,175.2688821752266
41,41.87096,-87.63211,0,195,2,65,3,45,349,366,331,3,31,1,175.2688821752266
37,41.93969,-87.6474,0,86,2,38,2,1,4,527,394,10,105,18,255.4746192893401
41,41.86915,-87.63056,0,173,2,47,2,45,339,366,331,3,31,1,175.2688821752266
13,41.7283,-87.5766,3,15,7,45,2,12,305,20,6,0,4,10,15.9
54,41.98072,-87.79454,2,50,2,6,1,2,159,29,12,0,15,2,55.13333333333333
37,41.93814,-87.65264,0,279,3,12,1,1,0,527,394,10,105,18,255.4746192893401
76,41.77392,-87.59369,2,36,1,31,2,4,0,83,28,0,55,0,45.49090909090909
66,41.96248,-87.65399,0,179,3,5,1,3,0,169,103,3,63,0,183.90291262135923
75,41.89301,-87.66099,0,135,2,5,1,2,32,714,488,18,204,4,191.13319672131146
75,41.91387,-87.69643,2,40,1,32,2,6,0,714,488,18,204,4,159.26470588235293
65,41.76766,-87.58745,0,140,2,54,3,1,80,90,41,0,48,1,128.26829268292684
17,41.83513,-87.61663,2,155,2,1,1,2,365,58,36,0,21,1,111.76190476190476
49,41.88162,-87.64175,0,86,1,0,0,1,0,314,222,0,89,3,187.6081081081081
47,41.90256,-87.63275,0,46,30,3,1,2,0,672,569,38,63,2,210.493848857645
37,41.93697,-87.64621,0,70,2,6,1,1,47,527,394,10,105,18,255.4746192893401
7,41.93885,-87.71753,0,41,31,3,1,3,328,146,107,0,34,5,160.33644859813083
40,41.91587,-87.6948,2,33,1,71,3,6,0,387,304,0,81,2,73.61728395061728
75,41.89426,-87.66248,0,100,2,15,1,1,0,714,488,18,204,4,191.13319672131146
42,41.85064,-87.67845,0,232,3,39,2,2,4,189,119,0,68,2,113.11764705882354
75,41.89451,-87.68702,0,80,3,4,1,1,0,714,488,18,204,4,191.13319672131146
65,41.76712,-87.56837,0,99,2,0,0,12,364,90,41,0,48,1,128.26829268292684
37,41.94929,-87.65554,0,243,1,103,5,2,200,527,394,10,105,18,255.4746192893401
47,41.89432,-87.6339,0,150,32,1,1,1,90,672,569,38,63,2,210.493848857645
40,41.91614,-87.69539,2,26,1,52,3,6,0,387,304,0,81,2,73.61728395061728
66,41.9635,-87.66674,0,161,3,65,3,3,258,169,103,3,63,0,183.90291262135923
66,41.96339,-87.66508,0,396,3,4,1,3,244,169,103,3,63,0,183.90291262135923
34,41.94255,-87.72998,2,59,31,26,2,9,338,154,83,0,67,4,55.298507462686565
34,41.95685,-87.72632,0,125,1,71,4,1,44,154,83,0,67,4,169.0
5,41.88389,-87.77393,0,175,2,32,2,5,335,49,27,0,22,0,146.96296296296296
53,41.98235,-87.71224,0,97,7,58,3,1,67,27,16,0,11,0,138.6875
60,42.00959,-87.66203,0,175,3,6,1,1,97,123,69,0,52,2,152.69565217391303
66,41.97325,-87.66292,2,70,3,2,1,1,90,169,103,3,63,0,87.17460317460318
54,41.97541,-87.78947,2,60,1,0,0,1,83,29,12,0,15,2,55.13333333333333
41,41.88632,-87.62621,2,280,3,0,0,1,0,366,331,3,31,1,156.25806451612902
57,41.93887,-87.77351,0,80,2,24,2,1,0,83,58,0,25,0,129.3448275862069
23,41.78414,-87.64541,2,100,1,0,0,1,0,15,9,0,5,1,49.6
51,41.94737,-87.68984,3,250,2,1,1,1,88,134,122,0,11,1,250.0
75,41.89446,-87.67775,2,79,2,66,3,1,178,714,488,18,204,4,159.26470588235293
40,41.91506,-87.70933,2,90,1,52,3,1,364,387,304,0,81,2,73.61728395061728
10,41.84542,-87.64562,0,166,2,92,4,1,356,112,79,0,32,1,133.32911392405063
68,41.79616,-87.62196,2,550,7,0,0,1,365,33,9,0,23,1,81.78260869565217
75,41.90431,-87.6872,2,37,1,38,2,2,19,714,488,18,204,4,159.26470588235293
37,41.93886,-87.66547,0,113,2,47,4,1,349,527,394,10,105,18,255.4746192893401
52,41.85958,-87.69544,2,100,2,1,1,1,88,29,8,0,20,1,36.85
40,41.91442,-87.71793,2,296,3,1,1,2,90,387,304,0,81,2,73.61728395061728
38,41.91605,-87.63938,0,175,2,20,1,1,347,312,257,0,51,4,199.6614785992218
51,41.95681,-87.67731,0,125,2,35,2,1,134,134,122,0,11,1,172.98360655737704
7,41.93322,-87.69285,0,150,1,0,0,1,0,146,107,0,34,5,160.33644859813083
75,41.90076,-87.69963,0,67,5,60,3,1,123,714,488,18,204,4,191.13319672131146
28,41.80808,-87.60936,0,56,2,54,3,1,121,104,52,0,48,4,143.78846153846155
75,41.9053,-87.6887,0,85,1,94,5,1,165,714,488,18,204,4,191.13319672131146
4,41.75275,-87.65634,2,79,2,2,1,3,82,6,2,0,4,0,73.0
38,41.91557,-87.65258,0,214,2,1,1,1,65,312,257,0,51,4,199.6614785992218
7,41.93442,-87.71063,0,150,2,38,2,1,353,146,107,0,34,5,160.33644859813083
38,41.91432,-87.6359,0,429,2,25,2,4,344,312,257,0,51,4,199.6614785992218
49,41.86204,-87.64751,0,85,2,8,1,1,0,314,222,0,89,3,187.6081081081081
66,41.96217,-87.65384,0,229,4,2,1,3,0,169,103,3,63,0,183.90291262135923
60,42.02198,-87.66571,2,42,2,1,1,1,64,123,69,0,52,2,63.88461538461539
49,41.88221,-87.64401,3,30,240,0,0,1,173,314,222,0,89,3,23.0
5,41.88716,-87.7713,0,60,2,84,4,1,354,49,27,0,22,0,146.96296296296296
38,41.93097,-87.64379,2,199,1,1,1,1,89,312,257,0,51,4,106.76470588235294
0,41.96987,-87.70636,2,40,2,62,3,4,0,65,29,0,36,0,50.97222222222222
0,41.96848,-87.70767,2,43,2,83,4,4,0,65,29,0,36,0,50.97222222222222
51,41.94069,-87.67831,0,197,1,118,5,5,53,134,122,0,11,1,172.98360655737704
40,41.918,-87.68036,0,500,2,47,2,1,75,387,304,0,81,2,159.0559210526316
75,41.90778,-87.67357,1,143,1,0,0,11,329,714,488,18,204,4,141.38888888888889
75,41.90722,-87.67312,1,139,1,2,1,11,353,714,488,18,204,4,141.38888888888889
75,41.90562,-87.67189,1,148,1,0,0,11,346,714,488,18,204,4,141.38888888888889
75,41.90705,-87.6726,1,149,1,0,0,11,348,714,488,18,204,4,141.38888888888889
75,41.90739,-87.67313,1,138,1,7,1,11,0,714,488,18,204,4,141.38888888888889
75,41.90712,-87.67359,1,140,1,0,0,11,347,714,488,18,204,4,141.38888888888889
75,41.90775,-87.67342,1,139,1,13,1,11,351,714,488,18,204,4,141.38888888888889
75,41.90713,-87.67194,1,129,1,1,1,11,340,714,488,18,204,4,141.38888888888889
75,41.90559,-87.6723,1,144,1,3,1,11,339,714,488,18,204,4,141.38888888888889
23,41.77377,-87.6536,0,55,4,13,1,1,81,15,9,0,5,1,114.0
42,41.85215,-87.6819,0,105,2,58,3,2,196,189,119,0,68,2,113.11764705882354
47,41.89263,-87.62618,1,31,4,450,19,24,331,672,569,38,63,2,93.21052631578948
41,41.87712,-87.62802,2,162,3,58,3,47,188,366,331,3,31,1,156.25806451612902
41,41.87515,-87.62795,2,190,3,12,1,47,183,366,331,3,31,1,156.25806451612902
41,41.87537,-87.62827,2,179,3,51,3,47,189,366,331,3,31,1,156.25806451612902
41,41.8773,-87.62815,2,165,3,72,4,47,186,366,331,3,31,1,156.25806451612902
10,41.83999,-87.6488,0,66,2,98,5,2,161,112,79,0,32,1,133.32911392405063
33,41.80125,-87.58876,0,90,2,89,4,1,266,93,51,0,42,0,94.86274509803921
75,41.90481,-87.6822,2,55,1,125,6,1,77,714,488,18,204,4,159.26470588235293
75,41.90093,-87.6955,0,150,3,120,6,1,185,714,488,18,204,4,191.13319672131146
51,41.96014,-87.68296,0,200,1,76,4,1,0,134,122,0,11,1,172.98360655737704
37,41.9393,-87.66603,0,79,1,103,6,1,15,527,394,10,105,18,255.4746192893401
10,41.83887,-87.63924,0,81,2,42,2,1,177,112,79,0,32,1,133.32911392405063
39,41.97577,-87.68524,2,100,31,0,0,1,89,89,69,0,20,0,54.1
21,41.98762,-87.65809,0,160,2,25,2,1,341,170,98,0,70,2,130.40816326530611
40,41.91886,-87.69607,0,140,2,3,1,5,187,387,304,0,81,2,159.0559210526316
75,41.90966,-87.66897,0,200,3,1,1,2,0,714,488,18,204,4,191.13319672131146
75,41.90537,-87.67556,2,95,2,27,2,4,0,714,488,18,204,4,159.26470588235293
49,41.87915,-87.68231,0,75,41,4,1,28,326,314,222,0,89,3,187.6081081081081
60,42.006,-87.66083,0,125,2,42,3,3,0,123,69,0,52,2,152.69565217391303
37,41.95021,-87.65855,0,299,2,33,2,2,0,527,394,10,105,18,255.4746192893401
37,41.95164,-87.65922,0,136,2,16,1,2,6,527,394,10,105,18,255.4746192893401
40,41.92916,-87.71296,0,180,1,11,1,1,0,387,304,0,81,2,159.0559210526316
37,41.94832,-87.64456,0,250,2,1,1,1,0,527,394,10,105,18,255.4746192893401
32,41.90573,-87.71281,0,106,1,17,3,1,137,63,41,0,18,4,107.17073170731707
10,41.83699,-87.64834,0,407,2,1,1,1,4,112,79,0,32,1,133.32911392405063
47,41.90704,-87.62892,0,55,4,7,1,1,0,672,569,38,63,2,210.493848857645
2,41.85011,-87.63264,2,17,1,73,4,14,0,65,28,0,37,0,46.2972972972973
39,41.97302,-87.69291,0,96,1,125,6,1,305,89,69,0,20,0,127.30434782608695
2,41.85068,-87.6344,2,40,1,53,3,14,365,65,28,0,37,0,46.2972972972973
2,41.85054,-87.63411,2,40,1,71,3,14,365,65,28,0,37,0,46.2972972972973
47,41.89482,-87.62581,0,83,30,9,1,1,0,672,569,38,63,2,210.493848857645
7,41.94021,-87.71603,0,64,1,155,7,2,29,146,107,0,34,5,160.33644859813083
66,41.96936,-87.65956,0,123,3,83,4,2,351,169,103,3,63,0,183.90291262135923
66,41.96799,-87.65763,0,100,2,121,6,1,309,169,103,3,63,0,183.90291262135923
28,41.81708,-87.60946,0,180,2,30,2,5,4,104,52,0,48,4,143.78846153846155
40,41.91965,-87.70226,0,124,3,48,3,4,340,387,304,0,81,2,159.0559210526316
38,41.9275,-87.63982,0,73,1,121,6,15,83,312,257,0,51,4,199.6614785992218
47,41.90837,-87.63452,0,77,1,101,5,15,84,672,569,38,63,2,210.493848857645
66,41.95704,-87.65139,0,50,2,6,1,1,232,169,103,3,63,0,183.90291262135923
37,41.93448,-87.65906,0,339,3,41,2,1,362,527,394,10,105,18,255.4746192893401
47,41.88858,-87.63401,0,145,12,4,1,31,365,672,569,38,63,2,210.493848857645
42,41.85446,-87.6696,0,125,7,1,1,1,0,189,119,0,68,2,113.11764705882354
49,41.87736,-87.68233,2,44,41,5,1,28,365,314,222,0,89,3,61.337078651685395
42,41.84911,-87.67968,0,73,41,6,1,28,333,189,119,0,68,2,113.11764705882354
42,41.84753,-87.68327,0,101,1,108,5,1,116,189,119,0,68,2,113.11764705882354
38,41.91945,-87.64316,0,154,1,52,3,1,0,312,257,0,51,4,199.6614785992218
40,41.91461,-87.71903,2,170,2,9,1,2,88,387,304,0,81,2,73.61728395061728
33,41.80128,-87.60134,2,31,5,2,1,1,0,93,51,0,42,0,85.71428571428571
5,41.88098,-87.77049,0,50,7,19,2,7,115,49,27,0,22,0,146.96296296296296
75,41.90733,-87.68898,0,121,2,113,5,2,160,714,488,18,204,4,191.13319672131146
47,41.88854,-87.63291,0,234,2,3,1,47,69,672,569,38,63,2,210.493848857645
73,41.68289,-87.65318,2,100,2,2,1,1,365,2,1,0,1,0,100.0
7,41.93475,-87.69291,0,125,1,82,4,2,178,146,107,0,34,5,160.33644859813083
35,41.98403,-87.77749,0,90,2,68,3,1,257,44,33,0,10,1,116.03030303030303
49,41.88144,-87.64323,0,149,2,6,1,1,0,314,222,0,89,3,187.6081081081081
38,41.93051,-87.64967,2,76,1,9,1,1,0,312,257,0,51,4,106.76470588235294
38,41.91596,-87.63584,0,236,3,38,3,1,26,312,257,0,51,4,199.6614785992218
75,41.90918,-87.67742,0,121,2,11,1,1,172,714,488,18,204,4,191.13319672131146
49,41.88038,-87.6877,2,50,32,5,1,9,365,314,222,0,89,3,61.337078651685395
49,41.86166,-87.65028,2,50,1,21,1,1,0,314,222,0,89,3,61.337078651685395
75,41.91426,-87.68148,0,163,3,63,3,1,152,714,488,18,204,4,191.13319672131146
75,41.89666,-87.68245,2,53,2,24,2,1,0,714,488,18,204,4,159.26470588235293
75,41.90522,-87.66905,2,75,1,14,1,1,351,714,488,18,204,4,159.26470588235293
47,41.89187,-87.62792,0,40,25,0,0,1,0,672,569,38,63,2,210.493848857645
75,41.8927,-87.67106,0,265,2,7,1,1,0,714,488,18,204,4,191.13319672131146
21,41.98988,-87.66088,0,44,1,23,1,37,115,170,98,0,70,2,130.40816326530611
65,41.77061,-87.57236,0,160,2,3,1,1,365,90,41,0,48,1,128.26829268292684
25,41.79642,-87.63351,0,55,1,135,6,1,71,6,6,0,0,0,87.33333333333333
47,41.88919,-87.6343,0,179,2,21,1,47,188,672,569,38,63,2,210.493848857645
47,41.88833,-87.63262,0,234,2,1,1,47,21,672,569,38,63,2,210.493848857645
47,41.88981,-87.63463,0,179,2,25,2,47,208,672,569,38,63,2,210.493848857645
47,41.889,-87.63247,0,179,2,45,3,47,62,672,569,38,63,2,210.493848857645
47,41.88818,-87.63247,0,179,2,23,2,47,69,672,569,38,63,2,210.493848857645
17,41.82916,-87.6203,2,27,32,13,1,12,364,58,36,0,21,1,111.76190476190476
21,41.98489,-87.67094,0,300,3,44,2,2,168,170,98,0,70,2,130.40816326530611
42,41.85815,-87.64221,0,80,1,138,6,3,0,189,119,0,68,2,113.11764705882354
75,41.90655,-87.67456,2,50,2,9,1,4,0,714,488,18,204,4,159.26470588235293
57,41.94049,-87.75681,2,71,2,0,0,16,365,83,58,0,25,0,61.12
57,41.93915,-87.75512,2,60,2,3,1,16,364,83,58,0,25,0,61.12
57,41.94046,-87.75738,2,63,2,4,1,16,362,83,58,0,25,0,61.12
57,41.94049,-87.7569,0,116,32,0,0,16,364,83,58,0,25,0,129.3448275862069
25,41.81208,-87.6343,0,109,1,62,3,1,79,6,6,0,0,0,87.33333333333333
48,41.85935,-87.62579,0,76,3,117,5,3,6,142,113,0,29,0,172.92920353982302
33,41.80103,-87.60126,2,24,32,5,1,2,161,93,51,0,42,0,85.71428571428571
49,41.86275,-87.64783,0,75,1,10,1,1,0,314,222,0,89,3,187.6081081081081
7,41.93466,-87.70133,2,55,2,18,1,1,0,146,107,0,34,5,64.08823529411765
47,41.89122,-87.62852,1,31,5,52,3,24,331,672,569,38,63,2,93.21052631578948
47,41.8923,-87.62734,1,98,5,2,1,24,331,672,569,38,63,2,93.21052631578948
47,41.89114,-87.62666,1,31,5,68,5,24,331,672,569,38,63,2,93.21052631578948
65,41.76511,-87.56635,0,75,2,6,1,12,365,90,41,0,48,1,128.26829268292684
11,41.82235,-87.69546,0,39,7,95,4,5,164,25,14,0,10,1,138.28571428571428
35,41.9711,-87.75732,0,111,3,53,4,1,277,44,33,0,10,1,116.03030303030303
0,41.96607,-87.70492,0,99,2,38,2,1,136,65,29,0,36,0,138.44827586206895
7,41.93421,-87.71348,2,80,1,5,1,1,0,146,107,0,34,5,64.08823529411765
2,41.85558,-87.6336,2,50,7,72,4,1,4,65,28,0,37,0,46.2972972972973
75,41.90767,-87.69052,0,95,2,69,3,2,158,714,488,18,204,4,191.13319672131146
37,41.93974,-87.67078,0,96,1,76,4,1,340,527,394,10,105,18,255.4746192893401
34,41.95692,-87.72743,2,65,7,25,2,2,179,154,83,0,67,4,55.298507462686565
47,41.90495,-87.62947,0,175,3,47,3,1,45,672,569,38,63,2,210.493848857645
75,41.90934,-87.66495,0,324,3,9,1,2,1,714,488,18,204,4,191.13319672131146
37,41.94148,-87.64127,0,220,4,2,1,2,316,527,394,10,105,18,255.4746192893401
75,41.89767,-87.69147,0,650,2,12,1,1,178,714,488,18,204,4,191.13319672131146
57,41.95146,-87.74354,2,80,2,0,0,1,0,83,58,0,25,0,61.12
47,41.89875,-87.62238,0,120,3,10,1,1,0,672,569,38,63,2,210.493848857645
36,41.80328,-87.59304,0,200,3,1,1,1,0,42,25,0,17,0,188.84
75,41.90462,-87.67028,0,199,1,5,1,1,24,714,488,18,204,4,191.13319672131146
52,41.86317,-87.71516,0,80,1,49,3,1,331,29,8,0,20,1,89.625
10,41.84385,-87.64724,0,166,2,63,3,2,183,112,79,0,32,1,133.32911392405063
38,41.92906,-87.66942,2,60,1,49,3,1,363,312,257,0,51,4,106.76470588235294
32,41.91215,-87.70503,0,101,2,48,3,1,5,63,41,0,18,4,107.17073170731707
21,41.98859,-87.67203,2,84,3,2,1,3,140,170,98,0,70,2,83.51428571428572
40,41.92407,-87.70267,0,150,2,72,4,2,330,387,304,0,81,2,159.0559210526316
10,41.83217,-87.64764,0,90,1,115,6,1,353,112,79,0,32,1,133.32911392405063
75,41.90489,-87.6747,2,60,2,12,1,4,0,714,488,18,204,4,159.26470588235293
47,41.89009,-87.63073,2,99,1,214,10,8,335,672,569,38,63,2,141.74603174603175
40,41.91942,-87.67591,0,105,2,18,1,1,48,387,304,0,81,2,159.0559210526316
51,41.95759,-87.67982,0,70,2,8,1,1,0,134,122,0,11,1,172.98360655737704
19,41.87412,-87.69312,2,29,2,98,5,4,86,93,36,0,57,0,49.75438596491228
49,41.8819,-87.68444,0,1500,7,0,0,1,0,314,222,0,89,3,187.6081081081081
75,41.90487,-87.68781,0,50,1,7,1,2,0,714,488,18,204,4,191.13319672131146
75,41.90715,-87.66394,0,145,1,26,2,1,0,714,488,18,204,4,191.13319672131146
75,41.90086,-87.69265,0,249,2,63,3,1,0,714,488,18,204,4,191.13319672131146
75,41.91126,-87.67398,0,135,2,9,1,1,0,714,488,18,204,4,191.13319672131146
40,41.91969,-87.68626,0,102,1,58,3,1,110,387,304,0,81,2,159.0559210526316
51,41.95196,-87.67583,0,428,2,41,2,1,18,134,122,0,11,1,172.98360655737704
49,41.87318,-87.68452,0,65,2,52,3,1,0,314,222,0,89,3,187.6081081081081
49,41.87862,-87.6456,0,127,3,4,1,1,0,314,222,0,89,3,187.6081081081081
38,41.92572,-87.67017,0,145,2,110,5,4,277,312,257,0,51,4,199.6614785992218
2,41.85215,-87.63261,2,70,1,29,2,14,0,65,28,0,37,0,46.2972972972973
75,41.90467,-87.67522,0,700,3,1,1,4,0,714,488,18,204,4,191.13319672131146
19,41.87437,-87.69496,2,29,2,96,5,4,84,93,36,0,57,0,49.75438596491228
19,41.87426,-87.69429,2,29,5,76,4,4,89,93,36,0,57,0,49.75438596491228
19,41.8734,-87.69499,2,27,2,100,5,4,87,93,36,0,57,0,49.75438596491228
40,41.92905,-87.70148,0,80,1,16,1,1,0,387,304,0,81,2,159.0559210526316
40,41.92932,-87.70915,0,107,2,108,5,2,166,387,304,0,81,2,159.0559210526316
34,41.94198,-87.72929,0,64,1,271,12,4,328,154,83,0,67,4,169.0
22,41.99853,-87.80685,0,99,2,37,2,1,360,2,2,0,0,0,114.0
36,41.80816,-87.59339,2,90,1,36,2,1,269,42,25,0,17,0,74.88235294117646
75,41.90887,-87.67753,0,150,2,3,3,4,22,714,488,18,204,4,191.13319672131146
21,41.98686,-87.65796,2,49,2,40,2,1,47,170,98,0,70,2,83.51428571428572
37,41.94276,-87.64646,0,104,1,67,3,17,212,527,394,10,105,18,255.4746192893401
60,42.01516,-87.66366,0,103,2,42,2,1,62,123,69,0,52,2,152.69565217391303
33,41.79837,-87.59227,0,100,4,7,1,1,0,93,51,0,42,0,94.86274509803921
37,41.9433,-87.67085,0,93,1,70,3,17,213,527,394,10,105,18,255.4746192893401
42,41.85827,-87.65852,0,134,2,82,4,2,247,189,119,0,68,2,113.11764705882354
75,41.90715,-87.6689,2,62,1,33,2,2,0,714,488,18,204,4,159.26470588235293
34,41.94114,-87.7303,2,43,31,19,1,9,364,154,83,0,67,4,55.298507462686565
37,41.93501,-87.64428,0,94,1,100,5,17,172,527,394,10,105,18,255.4746192893401
40,41.92621,-87.7112,0,104,3,46,3,2,313,387,304,0,81,2,159.0559210526316
48,41.85032,-87.62363,2,500,1,38,2,1,89,142,113,0,29,0,93.17241379310344
37,41.95026,-87.6728,0,125,1,14,1,1,0,527,394,10,105,18,255.4746192893401
64,41.84919,-87.70031,0,74,1,108,5,4,75,41,29,0,11,1,78.96551724137932
50,41.79916,-87.67703,0,101,1,74,4,1,31,20,5,0,15,0,74.8
40,41.92265,-87.70329,0,160,2,9,1,3,21,387,304,0,81,2,159.0559210526316
60,42.01391,-87.67722,2,90,3,0,0,1,83,123,69,0,52,2,63.88461538461539
40,41.91624,-87.71089,0,76,1,140,10,2,333,387,304,0,81,2,159.0559210526316
42,41.85331,-87.66659,0,106,2,42,2,1,147,189,119,0,68,2,113.11764705882354
0,41.96971,-87.72782,2,35,1,28,2,1,80,65,29,0,36,0,50.97222222222222
7,41.93584,-87.73193,0,79,2,69,4,1,331,146,107,0,34,5,160.33644859813083
75,41.90677,-87.67089,2,59,1,38,3,2,0,714,488,18,204,4,159.26470588235293
37,41.93569,-87.65102,0,97,1,24,2,2,0,527,394,10,105,18,255.4746192893401
60,42.01095,-87.6808,0,89,2,38,2,1,0,123,69,0,52,2,152.69565217391303
2,41.85084,-87.63718,2,71,1,35,2,4,324,65,28,0,37,0,46.2972972972973
28,41.81107,-87.61249,0,99,1,75,4,1,326,104,52,0,48,4,143.78846153846155
75,41.91145,-87.68419,0,108,3,78,4,3,327,714,488,18,204,4,191.13319672131146
49,41.88058,-87.64551,0,104,1,130,6,1,26,314,222,0,89,3,187.6081081081081
35,41.97658,-87.78458,0,65,3,89,4,1,41,44,33,0,10,1,116.03030303030303
75,41.91057,-87.67072,0,163,1,69,4,1,3,714,488,18,204,4,191.13319672131146
40,41.9279,-87.70037,0,85,2,73,4,1,252,387,304,0,81,2,159.0559210526316
49,41.88033,-87.68668,2,35,32,8,1,9,295,314,222,0,89,3,61.337078651685395
38,41.91748,-87.63799,0,159,2,10,1,3,354,312,257,0,51,4,199.6614785992218
29,41.76453,-87.63297,0,136,1,24,2,1,365,30,14,0,12,4,122.07142857142857
62,41.73842,-87.54981,0,59,3,35,2,3,351,20,6,0,14,0,171.33333333333334
34,41.96028,-87.71186,0,104,1,61,3,6,53,154,83,0,67,4,169.0
11,41.80861,-87.71043,0,199,2,36,2,4,358,25,14,0,10,1,138.28571428571428
34,41.949,-87.7182,0,75,2,30,2,1,57,154,83,0,67,4,169.0
66,41.96266,-87.66851,0,475,1,13,1,5,0,169,103,3,63,0,183.90291262135923
47,41.89253,-87.62201,0,105,1,12,1,1,0,672,569,38,63,2,210.493848857645
29,41.76489,-87.63109,3,80,32,1,1,2,358,30,14,0,12,4,56.75
76,41.77588,-87.59894,0,299,2,24,2,2,349,83,28,0,55,0,117.78571428571429
37,41.95111,-87.66985,0,200,7,29,2,1,233,527,394,10,105,18,255.4746192893401
8,41.93736,-87.78461,0,50,31,2,1,2,364,25,13,0,11,1,83.61538461538461
75,41.90536,-87.69075,0,120,2,0,0,1,0,714,488,18,204,4,191.13319672131146
75,41.8982,-87.68421,0,84,2,16,5,1,105,714,488,18,204,4,191.13319672131146
47,41.88888,-87.63563,0,118,14,6,1,31,364,672,569,38,63,2,210.493848857645
47,41.89607,-87.63122,0,129,30,1,1,31,365,672,569,38,63,2,210.493848857645
47,41.8923,-87.62734,1,98,3,46,3,24,330,672,569,38,63,2,93.21052631578948
47,41.8923,-87.62734,1,98,3,382,17,24,331,672,569,38,63,2,93.21052631578948
21,41.99741,-87.65464,3,50,1,0,0,1,0,170,98,0,70,2,50.0
37,41.94706,-87.64681,0,100,1,32,2,1,0,527,394,10,105,18,255.4746192893401
51,41.94016,-87.6868,0,139,3,16,1,2,65,134,122,0,11,1,172.98360655737704
40,41.91769,-87.70005,0,114,2,46,3,1,65,387,304,0,81,2,159.0559210526316
47,41.91051,-87.63331,0,237,3,85,4,1,352,672,569,38,63,2,210.493848857645
57,41.93993,-87.75509,2,54,32,0,0,16,365,83,58,0,25,0,61.12
48,41.86741,-87.62574,0,150,2,0,0,1,0,142,113,0,29,0,172.92920353982302
49,41.87956,-87.68187,0,192,5,25,2,1,78,314,222,0,89,3,187.6081081081081
28,41.80922,-87.61353,0,199,2,16,1,5,270,104,52,0,48,4,143.78846153846155
66,41.9693,-87.65067,0,181,2,135,6,1,321,169,103,3,63,0,183.90291262135923
49,41.88361,-87.64285,0,400,2,6,1,3,0,314,222,0,89,3,187.6081081081081
41,41.88565,-87.61662,0,349,31,0,0,1,364,366,331,3,31,1,175.2688821752266
0,41.96713,-87.71666,2,69,1,16,1,4,180,65,29,0,36,0,50.97222222222222
0,41.96778,-87.71635,2,69,1,20,1,4,180,65,29,0,36,0,50.97222222222222
0,41.96752,-87.71545,2,69,1,20,1,4,180,65,29,0,36,0,50.97222222222222
0,41.96799,-87.71656,2,69,1,31,2,4,180,65,29,0,36,0,50.97222222222222
42,41.8553,-87.66102,0,90,1,37,2,1,0,189,119,0,68,2,113.11764705882354
48,41.85352,-87.62379,0,98,2,80,4,20,157,142,113,0,29,0,172.92920353982302
34,41.94184,-87.73472,2,77,3,2,1,2,359,154,83,0,67,4,55.298507462686565
10,41.84453,-87.65586,0,650,3,45,3,2,333,112,79,0,32,1,133.32911392405063
38,41.92748,-87.66437,0,207,2,46,3,3,264,312,257,0,51,4,199.6614785992218
